(trx_info(trxid=101001010, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001011, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001010, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001021, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001010, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001031, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001010, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001041, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001010, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001051, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001010, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001061, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001010, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001071, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001020, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001011, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001020, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001021, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001020, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001031, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001020, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001041, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001020, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001051, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001020, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001061, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001020, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001071, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001030, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001011, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001030, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001021, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001030, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001031, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001030, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001041, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001030, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001051, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001030, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001061, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001030, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001071, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001040, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001011, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001040, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001021, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001040, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001031, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001040, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001041, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001040, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001051, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001040, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001061, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001040, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001071, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001050, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001011, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001050, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001021, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001050, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001031, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001050, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001041, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001050, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001051, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001050, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001061, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001050, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001071, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001060, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001011, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001060, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001021, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001060, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001031, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001060, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001041, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001060, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001051, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001060, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001061, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001060, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001071, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001070, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001011, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001070, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001021, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001070, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001031, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001070, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001041, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001070, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001051, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001070, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001061, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=101001070, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001071, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001010, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001011, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001010, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001021, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001010, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001031, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001010, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001041, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001010, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001051, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001010, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001061, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001020, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001011, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001020, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001021, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001020, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001031, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001020, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001041, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001020, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001051, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001020, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001061, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001030, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001011, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001030, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001021, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001030, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001031, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001030, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001041, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001030, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001051, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001030, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001061, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001040, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001011, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001040, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001021, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001040, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001031, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001040, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001041, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001040, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001051, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001040, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001061, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001050, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001011, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001050, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001021, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001050, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001031, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001050, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001041, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001050, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001051, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001050, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001061, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001060, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001011, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001060, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001021, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001060, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001031, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001060, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001041, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
